"","AITC.100uM"
"RD_190615_93_f_m3_p1_CCI_ipsi__X_571",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_572",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_573",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_574",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_575",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_576",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_577",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_578",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_581",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_582",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_584",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_585",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_586",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_588",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_590",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_592",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_593",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_594",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_596",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_597",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_598",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_599",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_600",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_601",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_603",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_604",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_606",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_607",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_608",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_609",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_610",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_611",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_612",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_613",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_614",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_615",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_616",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_617",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_618",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_619",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_621",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_622",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_625",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_626",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_627",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_628",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_629",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_630",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_631",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_632",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_633",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_635",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_636",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_638",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_639",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_640",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_641",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_643",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_644",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_648",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_649",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_650",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_651",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_652",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_653",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_654",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_655",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_657",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_658",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_659",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_660",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_665",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_667",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_668",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_669",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_670",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_671",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_672",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_673",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_674",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_675",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_676",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_677",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_678",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_679",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_680",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_681",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_683",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_684",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_685",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_686",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_687",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_690",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_691",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_692",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_693",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_694",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_697",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_700",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_701",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_703",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_704",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_706",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_707",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_709",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_711",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_712",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_713",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_715",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_716",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_717",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_718",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_720",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_721",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_723",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_724",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_725",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_727",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_728",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_729",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_730",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_731",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_732",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_733",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_734",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_735",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_736",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_737",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_738",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_739",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_740",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_741",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_742",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_743",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_744",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_746",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_747",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_748",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_749",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_751",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_753",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_755",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_756",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_757",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_758",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_760",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_761",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_762",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_764",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_765",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_766",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_768",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_770",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_772",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_773",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_774",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_775",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_776",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_778",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_779",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_780",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_783",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_784",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_785",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_788",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_789",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_790",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_792",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_794",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_795",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_797",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_798",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_800",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_801",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_802",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_803",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_804",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_805",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_806",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_807",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_808",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_810",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_812",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_813",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_815",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_817",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_818",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_819",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_821",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_822",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_823",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_825",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_826",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_827",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_828",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_829",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_830",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_831",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_833",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_834",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_835",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_837",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_838",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_839",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_840",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_841",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_842",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_843",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_844",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_845",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_846",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_848",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_850",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_852",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_853",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_854",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_856",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_857",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_858",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_859",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_860",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_862",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_863",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_864",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_865",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_866",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_867",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_868",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_869",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_871",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_872",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_873",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_874",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_875",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_876",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_877",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_878",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_879",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_880",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_881",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_882",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_883",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_886",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_887",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_888",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_890",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_892",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_893",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_896",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_897",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_898",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_899",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_900",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_901",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_902",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_903",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_904",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_905",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_906",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_907",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_908",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_909",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_910",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_911",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_912",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_913",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_914",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_915",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_916",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_917",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_918",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_919",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_920",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_921",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_922",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_923",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_924",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_926",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_927",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_928",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_929",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_930",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_932",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_934",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_935",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_936",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_937",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_938",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_939",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_940",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_941",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_942",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_943",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_944",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_945",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_946",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_947",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_948",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_949",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_951",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_952",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_953",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_954",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_955",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_956",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_957",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_958",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_959",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_961",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_963",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_964",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_966",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_968",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_969",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_971",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_973",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_974",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_975",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_976",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_978",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_979",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_981",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_983",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_984",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_985",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_986",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_987",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_988",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_989",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_990",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_992",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_994",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_996",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_997",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_998",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_999",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1000",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1002",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1004",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1005",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1006",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1007",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1009",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1010",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1011",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1012",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1014",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1015",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1016",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1017",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1018",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1019",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1020",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1021",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1022",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1023",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1024",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1025",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1028",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1031",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1032",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1033",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1034",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1035",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1037",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1039",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1040",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1041",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1042",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1043",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1044",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1045",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1046",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1047",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1048",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1050",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1051",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1053",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1054",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1055",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1056",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1057",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1063",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1064",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1067",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1068",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1069",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1070",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1073",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1076",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1077",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1078",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1079",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1080",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1081",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1082",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1083",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1084",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1085",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1087",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1088",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1089",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1090",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1091",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1092",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1093",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1094",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1095",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1096",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1098",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1099",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1101",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1102",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1103",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1104",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1105",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1106",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1107",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1108",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1109",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1110",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1111",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1113",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1114",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1115",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1116",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1117",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1118",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1119",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1121",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1123",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1125",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1126",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1127",0
